id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price_clean,estimated_revenue_l365d,est_monthly_revenue,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,host_id,host_is_superhost,host_years,amenities_count,neighbourhood_listing_count,competition_level,quality_index
4699828,Charming Victorian Furnished Home,Hyde Park,42.2563,-71.12762,Entire rental unit,Entire home/apt,7,2.0,211.0,3798.0,316.5,18,114,0.9,4.6,19466495,f,11.145205479452056,56,73,Low,1.2757299784201181
4737304,Cosy Celtic Retreat,Brighton,42.35111,-71.16529,Private room in home,Private room,1,1.0,58.0,10556.0,879.6666666666666,182,29,0.23,4.79,24158689,f,10.835616438356164,17,303,Medium,-1.1047836165674476
4765070,Studio w/ private entrance and bathroom,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire rental unit,Entire home/apt,2,1.0,94.0,12032.0,1002.6666666666666,128,443,3.39,4.67,24584716,f,10.802739726027397,39,240,Medium,0.20668285870552053
5048406,3rd floor room in Victorian House,Dorchester,42.31124,-71.06551,Private room in home,Private room,1,7.0,59.0,0.0,0.0,0,41,0.32,4.85,26062958,f,10.7013698630137,24,572,High,-0.4471288147247493
5049582,Quiet room - Great location!,Jamaica Plain,42.31327,-71.10811,Private room in rental unit,Private room,1,1.0,70.0,8400.0,700.0,120,37,0.29,4.68,197327,f,15.134246575342466,14,240,Medium,-1.5929850650450657
5054601,"Large room with view on Downtown, 27 Dexter Street",South Boston,42.33034,-71.05802,Private room in home,Private room,2,1.0,71.0,6390.0,532.5,90,204,1.59,4.61,26098645,f,10.7013698630137,12,194,Low,-1.9102919870029376
5088560,Stunning SouthEnd/BackBay Penthouse,Roxbury,42.34041,-71.08384,Entire rental unit,Entire home/apt,4,2.0,570.0,0.0,0.0,0,100,0.81,4.98,21609039,t,11.016438356164384,52,295,Medium,1.9141869507482971
5166870,2 Bdrm Apt w/ tower in JP Victorian,Jamaica Plain,42.30542,-71.10409,Entire rental unit,Entire home/apt,4,3.0,247.0,62985.0,5248.75,255,502,3.88,4.93,1487352,t,13.8,48,240,Medium,1.4999122865670738
5203538,Beautiful Townhouse Boston's South End,South End,42.34024,-71.07483,Entire townhouse,Entire home/apt,6,4.0,950.0,123500.0,10291.666666666666,130,44,0.34,5.0,26917979,t,10.66027397260274,55,291,Medium,2.182049219491388
5358934,"Renovated, Quiet, Free Parking",Roxbury,42.31681,-71.08001,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,6,0.05,5.0,18517776,f,11.183561643835617,17,295,Medium,-0.5906588638535554
5364137,Studio Condo by Airport and T Station,East Boston,42.38704,-71.00581,Entire condo,Entire home/apt,2,1.0,62.0,15810.0,1317.5,255,87,0.68,4.49,23777641,t,10.863013698630137,44,229,Low,0.1308345102029106
5371051,Beautiful 3 bedroom Dorchester MA,Dorchester,42.31163,-71.06351,Entire guest suite,Entire home/apt,5,4.0,126.0,21924.0,1827.0,174,268,2.24,4.81,27842033,t,10.610958904109589,31,572,High,-0.03429532369818919
5434353,Quiet  Beauty in Boston,Roslindale,42.28629,-71.13839,Entire home,Entire home/apt,3,2.0,155.0,0.0,0.0,0,25,0.2,4.64,9658771,f,11.915068493150685,27,100,Low,-0.7423555608587776
5495267,Parking Renovated Close to Downtown,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,18,295,Medium,-0.5176928616602675
5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,Mission Hill,42.33211,-71.09842,Entire rental unit,Entire home/apt,6,3.0,336.0,76608.0,6384.0,228,240,1.91,4.89,28662210,t,10.56986301369863,26,78,Low,-0.2032682860117176
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",Roxbury,42.3285,-71.09608,Entire rental unit,Entire home/apt,4,2.0,162.0,1944.0,162.0,12,132,1.03,4.8,28662210,t,10.567123287671233,32,295,Medium,0.01418854741348538
5581575,Private Entrance * King Beds * Parking * Kid Ready,Back Bay,42.34628,-71.08064,Entire rental unit,Entire home/apt,4,2.0,250.0,29000.0,2416.6666666666665,116,215,1.92,4.93,28766987,t,10.567123287671233,62,340,High,2.521436317273105
5726250,Boston at your doorstep!,Charlestown,42.38118,-71.06073,Entire home,Entire home/apt,5,3.0,625.0,3750.0,312.5,6,35,0.28,4.97,29688938,f,10.520547945205479,27,83,Low,0.06555476483448197
5746844,Share South End Multi-level Loft/ with parking,Roxbury,42.33509,-71.07847,Private room in condo,Private room,1,1.0,100.0,0.0,0.0,0,9,0.07,4.89,10778805,f,11.761643835616438,51,295,Medium,1.620881768820482
5768819,"Near Fenway Park, South End, and Newbury St #4",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1.0,184.0,32016.0,2668.0,174,179,1.46,4.51,22348222,f,10.967123287671233,28,291,Medium,-0.9876572627264704
5769127,"Stay Close to Fenway, Tufts Medical Center & More",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1.0,123.0,12546.0,1045.5,102,326,2.6,4.55,22348222,f,10.967123287671233,28,291,Medium,-0.8897287384000145
5781926,City sanctuary - garden terrace - ocean view,South Boston,42.33286,-71.04506,Entire rental unit,Entire home/apt,3,2.0,277.0,23268.0,1939.0,84,105,1.07,4.88,29573894,t,10.528767123287672,53,194,Low,1.7423316421254444
5782221,"""La Gemma"" - a gem in the North End",North End,42.36726,-71.05424,Entire condo,Entire home/apt,4,2.0,330.0,31680.0,2640.0,96,315,2.54,4.97,18601802,t,11.186301369863013,25,112,Low,-0.08037723955209397
5870922,The Nantucket Room near Harvard Square,Allston,42.3605,-71.12633,Private room in home,Private room,2,1.0,71.0,18105.0,1508.75,255,403,3.17,4.9,26956083,t,10.654794520547945,40,178,Low,0.8427378757759297
5884429,"2 rms, private bath, females or grandparents only",Roslindale,42.28516,-71.13772,Private room in townhouse,Private room,1,1.0,81.0,20655.0,1721.25,255,118,0.94,4.95,15396970,t,11.378082191780821,53,100,Low,1.9137065596967426
5919529,Great location! 3 BD single fam. Kid-friendly.,Back Bay,42.35009,-71.07023,Entire townhouse,Entire home/apt,6,2.0,512.0,0.0,0.0,0,14,0.11,5.0,24196977,f,10.835616438356164,24,340,High,-0.07989684850053957
5967421,The Meditation Room near Harvard Square,Allston,42.3605,-71.12633,Private room in home,Private room,2,1.0,74.0,17760.0,1480.0,240,180,1.42,4.82,26956083,t,10.657534246575343,31,178,Low,-0.009813192616573624
5974886,Close to it all-private parking & red MBTA station,Dorchester,42.32431720644971,-71.0586656980579,Entire rental unit,Entire home/apt,2,1.0,267.0,20826.0,1735.5,78,35,0.28,4.97,23856705,t,10.860273972602739,42,572,High,1.1600447977338018
6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,Roxbury,42.32966,-71.09597,Entire rental unit,Entire home/apt,4,2.0,177.0,15930.0,1327.5,90,156,1.23,4.71,28662210,t,10.56986301369863,29,295,Medium,-0.42504863890090344
6131224,Hidden Gem in Boston: Long Term 1 Month + Only,Hyde Park,42.2619,-71.11315,Entire rental unit,Entire home/apt,5,5.0,110.0,12760.0,1063.3333333333333,116,29,0.23,4.66,7303930,t,12.227397260273973,63,73,Low,1.9333847802628188
6214710,Small studio in GREAT location,Back Bay,42.35262,-71.07899,Entire rental unit,Entire home/apt,1,1.0,92.0,0.0,0.0,0,57,0.46,4.81,27608437,f,10.624657534246575,9,340,High,-1.639547371950525
6238463,Pvt tree top suite in great location,Jamaica Plain,42.31583,-71.11448,Private room in townhouse,Private room,2,1.0,117.0,28782.0,2398.5,246,400,3.28,4.98,31691830,t,10.432876712328767,40,240,Medium,1.0385949244288413
6377998,"Family friendly Victorian home, walk to T",Jamaica Plain,42.31584,-71.09932,Entire home,Entire home/apt,12,7.0,263.0,15254.0,1271.1666666666667,58,43,0.35,4.6,987917,f,14.112328767123287,59,240,Medium,1.494627984999982
6465075,Spacious 5BR Condo w/parking near METRO,Jamaica Plain,42.29828,-71.11048,Entire condo,Entire home/apt,10,6.0,472.0,65136.0,5428.0,138,237,1.89,4.92,635157,t,14.334246575342465,57,240,Medium,2.132124175225052
6489209,"Large room, excellent access, 27 Dexter Street",South Boston,42.33034,-71.05802,Private room in home,Private room,2,2.0,64.0,4480.0,373.3333333333333,70,125,0.99,4.58,26098645,f,10.698630136986301,11,194,Low,-2.0567043824410676
6544267,Urban Oasis / Apartment perfect for work & create,Roxbury,42.32932,-71.08925,Entire rental unit,Entire home/apt,2,1.0,177.0,16992.0,1416.0,96,108,1.19,4.81,34227346,t,10.33972602739726,43,295,Medium,0.8412967026212665
6603827,Cozy private room near bus stop,Roslindale,42.28411,-71.11693,Private room in home,Private room,1,1.0,43.0,7482.0,623.5,174,18,0.14,4.56,34552909,f,10.326027397260274,21,100,Low,-1.376008622671417
6646604,"Cozy 1B, Green Line, Boston Coll, Elev, Roof Deck",Brighton,42.34118,-71.14678,Entire rental unit,Entire home/apt,4,2.0,171.0,43605.0,3633.75,255,41,0.33,4.44,31340713,f,10.446575342465753,49,303,Medium,0.3732538657612813
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,167.0,12024.0,1002.0,72,266,2.13,4.6,22348222,f,10.967123287671233,26,291,Medium,-0.9132500873785213
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,168.0,27216.0,2268.0,162,186,1.81,4.48,22348222,f,10.967123287671233,25,291,Medium,-1.2800016625511743
6758482,"Explore Newbury St, Fenway & South End Nearby #1",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1.0,106.0,3816.0,318.0,36,165,1.59,4.52,22348222,f,10.967123287671233,28,291,Medium,-0.9631751316448569
6759004,Iconic Newbury Street at Your Doorstep #10,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,228.0,21888.0,1824.0,96,281,2.28,4.68,22348222,f,10.967123287671233,28,340,High,-0.5714610343390338
6759439,South End Studio Perfect for Work Travel #26,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,141.0,10998.0,916.5,78,121,1.19,4.51,22348222,f,10.967123287671233,25,291,Medium,-1.2065552693063344
6762011,Perfect Spot Near Boston's Cultural Hub #22,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,107.0,21828.0,1819.0,204,189,1.74,4.52,22348222,f,10.967123287671233,25,291,Medium,-1.182073138224721
6763409,"Minutes to Chinatown, Boston Common & Fenway Park",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1.0,184.0,5520.0,460.0,30,263,2.17,4.55,22348222,f,10.967123287671233,28,291,Medium,-0.8897287384000145
6780077,"Treetop+Balcony Suite, ocean view, safe, nr metro",Dorchester,42.31392,-71.06137,Entire guest suite,Entire home/apt,4,2.0,160.0,25920.0,2160.0,162,139,1.71,4.88,9898255,t,11.87945205479452,57,572,High,2.0341956508985963
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,35.0,0.0,0.0,0,11,0.09,4.91,18517776,f,11.183561643835617,11,295,Medium,-1.2487940567478082
6810723,Minutes from Boston Common & the Public Garden #23,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,133.0,23142.0,1928.5,174,166,1.66,4.47,22348222,f,10.967123287671233,26,291,Medium,-1.2315177914395021
6819620,Renovated Parking EZ to downtown,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,5,0.04,4.6,18517776,f,11.183561643835617,13,295,Medium,-1.861808115891265
6843795,A Fenway Getaway,Fenway,42.34512,-71.09479,Entire rental unit,Entire home/apt,2,1.0,139.0,0.0,0.0,0,98,0.79,4.92,23249169,f,10.901369863013699,32,241,Medium,0.30797412039285266
6851460,Explore Newbury Street Just Moments Away # 21,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,163.0,26406.0,2200.5,162,169,1.4,4.52,22348222,f,10.967123287671233,27,291,Medium,-1.0361411338381448
6879036,Live in the Heart of Newbury Street #3,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,180.0,14040.0,1170.0,78,273,2.28,4.77,22348222,f,10.967123287671233,27,340,High,-0.4240878567977969
6882615,"Prime Newbury St Location, Walk Everywhere #4",Back Bay,42.34979,-71.08262,Entire rental unit,Entire home/apt,2,1.0,190.0,33060.0,2755.0,174,326,2.72,4.75,22348222,f,10.967123287671233,28,340,High,-0.40008611676773564
6908525,"Newbury St Living –Trendy, Vibrant, Unbeatable!#12",Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,220.0,11880.0,990.0,54,247,1.99,4.66,22348222,f,10.967123287671233,28,340,High,-0.6204252965022606
6914622,"Exquisite Treetop Haven, JP Center, Driveway!",Jamaica Plain,42.30849,-71.11721,Entire condo,Entire home/apt,2,1.0,259.0,7252.0,604.3333333333334,28,62,0.5,4.98,36238599,f,10.273972602739725,56,240,Medium,2.2060509595214493
7053454,Basement apartment in Charlestown,Charlestown,42.38239,-71.06393,Private room in home,Private room,2,1.0,170.0,0.0,0.0,0,8,0.06,4.75,36992931,f,10.24931506849315,0,83,Low,-2.443134178179799
7086825,Private Room near public transport,Roslindale,42.28249,-71.1146,Private room in home,Private room,2,1.0,43.0,7482.0,623.5,174,25,0.2,4.52,34552909,f,10.32876712328767,20,100,Low,-1.5469031491911607
7093184,Easy to downtown/Longwood Free Parking Clean House,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,35.0,0.0,0.0,0,7,0.06,4.71,18517776,f,11.186301369863013,13,295,Medium,-1.5925046739935111
7239024,M&R Quiet Back Room Parking Bathroom,Dorchester,42.29348,-71.05569,Private room in home,Private room,2,1.0,101.0,0.0,0.0,0,240,1.93,4.9,7988017,f,12.142465753424657,40,572,High,0.8427378757759297
7287822,Light and airy separate apt in funky Jamaica Plain,Jamaica Plain,42.31572,-71.10847,Entire guest suite,Entire home/apt,4,4.0,135.0,25920.0,2160.0,192,386,3.14,4.88,17844905,t,11.219178082191782,53,240,Medium,1.7423316421254444
7298966,"Quiet, sunny studio, directly on the T",Brighton,42.343,-71.14416,Entire condo,Entire home/apt,2,1.0,79.0,20145.0,1678.75,255,16,0.15,4.88,31289781,t,10.449315068493151,47,303,Medium,1.3045356289657166
7310887,"Spacious 3 bed, in unit laundry, central Air",Brighton,42.34532,-71.13829,Entire home,Entire home/apt,6,3.0,427.0,35868.0,2989.0,84,271,2.19,4.96,38302832,f,10.205479452054794,57,303,Medium,2.230052699551508
7330494,Private apartment /parking/cozy garden.,South Boston,42.33053,-71.05388,Entire rental unit,Entire home/apt,2,1.0,175.0,44625.0,3718.75,255,565,4.56,4.83,38403389,t,10.208219178082192,35,194,Low,0.30653294723819174
7342489,"Near Boston Common, North End & Tufts Medical Cent",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,4,2.0,244.0,0.0,0.0,0,131,1.22,4.58,22348222,f,10.967123287671233,30,291,Medium,-0.6703503407685962
7474044,Unbeatable Location on Newbury Street #5,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,192.0,42624.0,3552.0,222,193,1.72,4.79,22348222,f,10.967123287671233,28,340,High,-0.30215759244127993
7474855,Live in the Center of Newbury St Action! #11,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,218.0,24852.0,2071.0,114,282,2.46,4.82,22348222,f,10.967123287671233,27,340,High,-0.30167720138972554
7475052,Perfectly Placed on Newbury Street #7,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,213.0,26838.0,2236.5,126,255,2.24,4.7,22348222,f,10.967123287671233,28,340,High,-0.5224967721758048
7475215,Copley Square & Historic Landmarks on Newbury St#2,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,181.0,27150.0,2262.5,150,243,2.0,4.78,22348222,f,10.967123287671233,30,340,High,-0.18070771913631736
7475379,"Vibrant, Chic Newbury St – Stay in Style! #6",Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,218.0,27468.0,2289.0,126,282,2.36,4.73,22348222,f,10.967123287671233,28,340,High,-0.44905037893096245
7475573,Discover Boston from Newbury Street #8,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1.0,221.0,46410.0,3867.5,210,370,3.27,4.76,22348222,f,10.967123287671233,29,340,High,-0.30263798349283433
7476340,"Charming Studio in Boston Brownstone, #44",South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,127.0,31242.0,2603.5,246,207,2.0,4.57,22348222,f,10.967123287671233,27,291,Medium,-0.9137304784300735
7482195,Private room near bus stop,Roslindale,42.28413,-71.11671,Private room in home,Private room,1,1.0,43.0,4988.0,415.6666666666667,116,9,0.09,4.22,34552909,f,10.326027397260274,18,100,Low,-2.427299086026154
7499960,Safe Central City Location! WalkToWork/Everywhere!,Fenway,42.35045,-71.09567,Entire condo,Entire home/apt,1,1.0,235.0,0.0,0.0,0,15,0.12,4.53,9529655,f,11.934246575342465,22,241,Medium,-1.3764890137229693
7511737,"Steps from South End, Tufts Medical Center & More,",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,1,1.0,185.0,3330.0,277.5,18,249,2.05,4.66,22348222,f,10.967123287671233,27,291,Medium,-0.6933912986955486
7513605,"Walk to Chinatown, Boston Common, and South End",South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1.0,123.0,19188.0,1599.0,156,259,2.15,4.6,22348222,f,10.967123287671233,27,291,Medium,-0.8402840851852333
7513906,"Sleek Rental in Beacon Hill, Near TD Garden/MGH #6",Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,183.0,0.0,0.0,0,225,1.86,4.65,22348222,f,10.967123287671233,28,230,Medium,-0.644907427583874
7514024,"Beacon Hill Gem, Close to TD Garden & MGH – #14",Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,161.0,28980.0,2415.0,180,220,2.14,4.6,22348222,f,10.967123287671233,28,230,Medium,-0.7673180829919453
7514336,Convenient Beacon Hill Location Near TD Garden #11,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,172.0,14448.0,1204.0,84,192,1.7,4.45,22348222,f,10.967123287671233,29,230,Medium,-1.0615840470228648
7531700,Prime Rental by MGH & TD Garden – Beacon Hill #3,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,212.0,19080.0,1590.0,90,210,1.72,4.67,22348222,f,10.967123287671233,28,230,Medium,-0.5959431654206472
7575052,Great views from top floor #7,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,4,2.0,135.0,8370.0,697.5,62,92,0.75,4.89,9653086,t,11.917808219178083,35,291,Medium,0.45342573372787426
7611271,Spacious 3BR | 2.5 BA + Office Single-Family Home,South Boston,42.333,-71.03544,Entire townhouse,Entire home/apt,6,4.0,197.0,11426.0,952.1666666666666,58,123,1.0,4.89,953185,t,14.131506849315068,51,194,Low,1.620881768820482
7635616,"Beacon Hill – Prime Location, Near MGH #9",Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,183.0,36234.0,3019.5,198,342,2.84,4.67,22348222,f,10.967123287671233,28,230,Medium,-0.5959431654206472
7664646,Large Luxury Condo near Boston T,Jamaica Plain,42.31247,-71.10808,Entire rental unit,Entire home/apt,8,4.0,280.0,0.0,0.0,0,0,,,40235019,f,10.153424657534247,12,240,Medium,
7692933,Perfect for 1,Brighton,42.35642,-71.16411,Private room in townhouse,Private room,1,1.0,99.0,0.0,0.0,0,319,2.6,4.89,9508341,f,11.93972602739726,43,303,Medium,1.037153751274178
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,209.0,13794.0,1149.5,66,178,1.58,4.69,22348222,f,10.967123287671233,26,291,Medium,-0.6929109076439942
7694559,"Heart of South End, Convenient, Comfy Studio #32",South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1.0,106.0,23532.0,1961.0,222,207,1.99,4.61,22348222,f,10.967123287671233,26,291,Medium,-0.8887679562969057
7713815,Ideal Location Near TD Garden and MGH #2,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,183.0,37332.0,3111.0,204,228,2.05,4.55,22348222,f,10.967123287671233,29,230,Medium,-0.8167627362067265
7728499,Close to TD Garden and MGH – Beacon Hill Living #8,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1.0,200.0,33600.0,2800.0,168,391,3.2,4.64,22348222,f,10.967123287671233,29,230,Medium,-0.5964235564722016
